word,control_count,control_share,max_anchor_system,max_anchor_count,max_anchor_share,control_vs_max_anchor_ratio,share_gap,scenarios_control_present,scenario_win_count,scenario_term
benefits,77,0.000301,AC15P,91,0.000290,1.038613,0.000011,3,2,False
truth,280,0.001094,AC15,322,0.001056,1.035718,0.000038,3,2,False
way,301,0.001176,AC15P,357,0.001137,1.034910,0.000040,4,2,False
simple,168,0.000656,HYBRID_3_5,182,0.000638,1.028756,0.000018,3,2,False
security,203,0.000793,HYBRID_SEMANTIC,231,0.000771,1.028616,0.000022,4,2,False
constraints,483,0.001887,AC15,560,0.001837,1.027303,0.000050,4,2,False
not,2996,0.011707,HYBRID_3_5,3255,0.011413,1.025806,0.000295,4,2,False
leaves,49,0.000191,HYBRID_SEMANTIC,56,0.000187,1.024182,0.000005,3,2,False
claim,77,0.000301,HYBRID_3_5,84,0.000295,1.021612,0.000006,4,2,False
updated,42,0.000164,AC15,49,0.000161,1.020922,0.000003,2,2,False
useful,70,0.000274,HYBRID_3_5,77,0.000270,1.013169,0.000004,3,2,False
budget,315,0.001231,AC15,371,0.001217,1.011291,0.000014,4,2,True
plus,175,0.000684,HYBRID_SEMANTIC,203,0.000678,1.009047,0.000006,4,2,False
carry,42,0.000164,HYBRID_SEMANTIC,49,0.000164,1.003281,0.000001,3,2,False
profile,35,0.000137,AC15,42,0.000138,0.992563,-0.000001,2,2,False
pulled,35,0.000137,AC15,42,0.000138,0.992563,-0.000001,3,2,False
protects,77,0.000301,HYBRID_SEMANTIC,91,0.000304,0.990418,-0.000003,3,2,False
show,217,0.000848,HYBRID_3_5,245,0.000859,0.987116,-0.000011,4,2,False
updates,105,0.000410,HYBRID_3_5,119,0.000417,0.983370,-0.000007,3,2,False
quantify,28,0.000109,AC15P,35,0.000111,0.981962,-0.000002,2,2,False
anyway,70,0.000274,HYBRID_SEMANTIC,84,0.000280,0.975412,-0.000007,3,2,False
reducing,35,0.000137,HYBRID_SEMANTIC,42,0.000140,0.975412,-0.000003,3,2,False
recent,63,0.000246,AC15,77,0.000253,0.974517,-0.000006,3,2,False
may,497,0.001942,AC15P,637,0.002028,0.957682,-0.000086,4,2,False
framed,42,0.000164,HYBRID_3_5,49,0.000172,0.955274,-0.000008,3,2,False
plainly,42,0.000164,HYBRID_3_5,49,0.000172,0.955274,-0.000008,3,2,False
scenario,140,0.000547,AC15,175,0.000574,0.952861,-0.000027,4,2,False
means,203,0.000793,HYBRID_3_5,238,0.000834,0.950591,-0.000041,4,2,False
response,259,0.001012,AC15P,336,0.001070,0.946161,-0.000058,4,2,False
without,945,0.003693,HYBRID_3_5,1120,0.003927,0.940348,-0.000234,4,2,False
materially,91,0.000356,AC15P,119,0.000379,0.938640,-0.000023,3,2,False
software,140,0.000547,HYBRID_SEMANTIC,175,0.000584,0.936395,-0.000037,2,2,True
closure,28,0.000109,HYBRID_SEMANTIC,35,0.000117,0.936395,-0.000007,2,2,False
face,28,0.000109,HYBRID_SEMANTIC,35,0.000117,0.936395,-0.000007,2,2,False
operate,77,0.000301,AC15,98,0.000322,0.935845,-0.000021,3,2,False
meeting,70,0.000274,HYBRID_3_5,84,0.000295,0.928738,-0.000021,3,2,False
choices,35,0.000137,HYBRID_3_5,42,0.000147,0.928738,-0.000010,3,2,False
expects,35,0.000137,HYBRID_3_5,42,0.000147,0.928738,-0.000010,3,2,False
systems,133,0.000520,HYBRID_SEMANTIC,168,0.000561,0.926641,-0.000041,4,2,True
because,644,0.002517,AC15P,854,0.002719,0.925620,-0.000202,4,2,False
avoidable,42,0.000164,AC15P,56,0.000178,0.920589,-0.000014,2,2,False
record,119,0.000465,AC15,154,0.000505,0.920377,-0.000040,3,2,False
remaining,49,0.000191,HYBRID_SEMANTIC,63,0.000210,0.910384,-0.000019,3,2,False
which,280,0.001094,HYBRID_3_5,343,0.001203,0.909784,-0.000108,4,2,False
personal,42,0.000164,AC15,56,0.000184,0.893307,-0.000020,3,2,False
hits,21,0.000082,AC15,28,0.000092,0.893307,-0.000010,2,2,False
monitor,21,0.000082,AC15,28,0.000092,0.893307,-0.000010,2,2,False
add,280,0.001094,HYBRID_3_5,350,0.001227,0.891589,-0.000133,4,2,False
objective,56,0.000219,HYBRID_3_5,70,0.000245,0.891589,-0.000027,2,2,False
pure,28,0.000109,HYBRID_3_5,35,0.000123,0.891589,-0.000013,2,2,False
requirements,161,0.000629,AC15P,224,0.000713,0.882231,-0.000084,3,2,False
areas,84,0.000328,HYBRID_SEMANTIC,112,0.000374,0.877871,-0.000046,2,2,False
consistent,84,0.000328,HYBRID_SEMANTIC,112,0.000374,0.877871,-0.000046,4,2,False
fault,21,0.000082,HYBRID_SEMANTIC,28,0.000093,0.877871,-0.000011,3,2,False
primary,91,0.000356,HYBRID_3_5,119,0.000417,0.852254,-0.000062,3,2,False
preferred,35,0.000137,AC15,49,0.000161,0.850768,-0.000024,2,2,False
interference,273,0.001067,AC15,385,0.001263,0.844581,-0.000196,2,2,True
plans,147,0.000574,HYBRID_3_5,196,0.000687,0.835865,-0.000113,3,2,False
rational,42,0.000164,HYBRID_3_5,56,0.000196,0.835865,-0.000032,3,2,False
calling,21,0.000082,HYBRID_3_5,28,0.000098,0.835865,-0.000016,3,2,False
demonstrates,21,0.000082,HYBRID_3_5,28,0.000098,0.835865,-0.000016,3,2,False
lived,49,0.000191,AC15,70,0.000230,0.833753,-0.000038,3,2,False
release,126,0.000492,AC15P,189,0.000602,0.818301,-0.000109,3,2,False
repair,112,0.000438,AC15P,168,0.000535,0.818301,-0.000097,3,2,False
showing,28,0.000109,AC15P,42,0.000134,0.818301,-0.000024,3,2,False
sole,14,0.000055,AC15P,21,0.000067,0.818301,-0.000012,2,2,False
tactic,14,0.000055,AC15P,21,0.000067,0.818301,-0.000012,2,2,False
vendor,427,0.001669,HYBRID_3_5,595,0.002086,0.799808,-0.000418,3,2,True
model,273,0.001067,AC15P,420,0.001337,0.797844,-0.000270,3,2,False
delay,434,0.001696,HYBRID_SEMANTIC,637,0.002127,0.797480,-0.000431,3,2,False
balance,35,0.000137,HYBRID_3_5,49,0.000172,0.796061,-0.000035,3,2,False
attempt,56,0.000219,AC15,84,0.000276,0.794050,-0.000057,3,2,False
cheaper,56,0.000219,AC15,84,0.000276,0.794050,-0.000057,3,2,False
therefore,14,0.000055,AC15,21,0.000069,0.794050,-0.000014,2,2,False
ability,112,0.000438,AC15P,175,0.000557,0.785569,-0.000119,4,2,False
second,28,0.000109,HYBRID_SEMANTIC,42,0.000140,0.780329,-0.000031,3,2,False
sufficient,28,0.000109,HYBRID_SEMANTIC,42,0.000140,0.780329,-0.000031,3,2,False
detailed,14,0.000055,HYBRID_SEMANTIC,21,0.000070,0.780329,-0.000015,2,2,False
expose,14,0.000055,HYBRID_SEMANTIC,21,0.000070,0.780329,-0.000015,2,2,False
dynamic,70,0.000274,AC15P,112,0.000357,0.767157,-0.000083,4,2,False
shipping,126,0.000492,HYBRID_SEMANTIC,196,0.000654,0.752461,-0.000162,3,2,False
unknowns,35,0.000137,AC15,56,0.000184,0.744422,-0.000047,2,2,False
attach,42,0.000164,HYBRID_3_5,63,0.000221,0.742991,-0.000057,4,2,False
side,28,0.000109,HYBRID_3_5,42,0.000147,0.742991,-0.000038,2,2,False
fill,14,0.000055,HYBRID_3_5,21,0.000074,0.742991,-0.000019,2,2,False
roughly,14,0.000055,HYBRID_3_5,21,0.000074,0.742991,-0.000019,2,2,False
accept,154,0.000602,AC15P,259,0.000825,0.729836,-0.000223,3,2,False
audit,91,0.000356,HYBRID_SEMANTIC,147,0.000491,0.724592,-0.000135,4,2,False
shift,84,0.000328,AC15P,147,0.000468,0.701401,-0.000140,3,2,False
involved,21,0.000082,HYBRID_3_5,35,0.000123,0.668692,-0.000041,2,2,False
replace,42,0.000164,HYBRID_SEMANTIC,77,0.000257,0.638451,-0.000093,2,2,False
per,175,0.000684,AC15,329,0.001079,0.633551,-0.000396,4,2,False
troubleshooting,28,0.000109,AC15,56,0.000184,0.595538,-0.000074,3,2,False
domain,28,0.000109,HYBRID_SEMANTIC,56,0.000187,0.585247,-0.000078,3,2,False
principle,21,0.000082,HYBRID_SEMANTIC,42,0.000140,0.585247,-0.000058,2,2,False
costs,196,0.000766,AC15,406,0.001332,0.575002,-0.000566,4,2,False
wording,35,0.000137,HYBRID_3_5,70,0.000245,0.557243,-0.000109,3,2,False
relief,21,0.000082,AC15P,49,0.000156,0.526051,-0.000074,3,2,False
paths,49,0.000191,AC15P,126,0.000401,0.477342,-0.000210,4,2,False
version,98,0.000383,HYBRID_3_5,252,0.000884,0.433411,-0.000501,4,2,False
redundancy,70,0.000274,AC15,196,0.000643,0.425384,-0.000369,3,2,False
rough,14,0.000055,AC15,42,0.000138,0.397025,-0.000083,2,2,False
zone,28,0.000109,HYBRID_SEMANTIC,112,0.000374,0.292624,-0.000264,3,2,False
notebook,336,0.001313,AC15,0,0.000000,inf,0.001313,1,1,False
midpoint,49,0.000191,AC15,0,0.000000,inf,0.000191,1,1,False
intents,42,0.000164,AC15,0,0.000000,inf,0.000164,1,1,False
brave,21,0.000082,AC15,0,0.000000,inf,0.000082,1,1,False
drawn,21,0.000082,AC15,0,0.000000,inf,0.000082,1,1,False
authentic,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
blanks,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
budgetability,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
clients,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
connections,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
deps,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
directionally,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
edges,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
endorsement,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
families,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
financeable,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
forming,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
fyi,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
greater,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
harms,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
immutable,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
kb,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
outranks,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
permalink,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
prose,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
recalls,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
rerun,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
resentments,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
retreat,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
settled,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
slopes,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
sterile,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
substations,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
substitutability,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
systemmap,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
tasking,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
understands,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
untrusted,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
wish,14,0.000055,AC15,0,0.000000,inf,0.000055,1,1,False
0m,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
100m,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
120m,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
12m,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
1m,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
20k,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
24m,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
50k,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
750k,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
abandoned,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
accelerates,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
adapters,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
addable,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
admired,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
advanced,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
agitation,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
airtight,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
allocated,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
amortizes,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
amplification,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
append,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
appreciation,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
arms,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
arrivals,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
arrived,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
assignment,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
attractions,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
augments,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
authoritarian,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
authorizes,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
autocomplete,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
automate,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
averages,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
backfilling,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
balancing,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
ballpark,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
barclient,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
bashing,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
belong,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
belongs,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
beside,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
biweekly,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
blessing,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
blockages,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
bombing,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
borderline,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
borne,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
brands,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
breadth,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
bumps,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
buyer,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
cardiovascular,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
carers,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
carried,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
cashflows,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
cashing,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
catching,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
causal,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
chest,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
cleanliness,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
climbs,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
clings,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
clues,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
codependence,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
coherence,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
cohesion,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
combining,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
commissioned,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
communicates,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
commuter,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
competitively,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
compliments,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
concessions,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
condemned,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
confession,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
contaminating,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
contort,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
contractible,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
contrasts,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
controversial,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
copying,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
corporate,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
corrupt,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
costlier,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
counting,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
createdat,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
creativity,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
criticality,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
cruel,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
crutch,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
crux,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
declarations,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
decreased,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
dedupe,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
defaulted,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
degrees,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
demoralization,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
demote,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
deserve,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
detective,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
determination,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
determinism,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
differentiate,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
digest,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
digitized,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
diminishing,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
disagreed,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
disappointments,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
disclosing,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
discrepancy,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
discussable,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
dispatching,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
displaces,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
dissenting,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
distrusting,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
disturbance,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
diverse,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
dodging,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
doorway,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
doses,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
dreams,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
dumb,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
dwarf,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
dynamo,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
earner,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
eating,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
ecosystems,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
egalitarian,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
emigration,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
empowering,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
enforcing,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
erasure,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
ergonomics,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
essence,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
estate,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
evaluators,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
evasiveness,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
eviction,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
ex,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
exceptional,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
excitement,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
expats,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
expedite,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
experimented,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
extensibility,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
extensive,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
extracted,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
extraction,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
fat,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
favorite,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
figures,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
filterable,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
fireworks,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
fiscally,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
fixate,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
flaws,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
fleeing,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
fluctuates,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
fooled,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
foregrounds,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
formed,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
fossilize,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
fragments,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
frailty,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
frameworks,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
fundraise,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
generative,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
getcanonical,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
gift,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
goodwill,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
graduation,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
grep,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
grpc,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
guarded,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
guides,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
gun,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
hallucinate,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,True
hamstring,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
handback,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
headroom,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
highs,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
hijack,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
identifier,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
illnesses,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
imminent,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
imperfectly,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
imposed,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
improper,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
inappropriate,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
incentivized,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
individually,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
infection,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
inheriting,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
inspected,7,0.000027,AC15,0,0.000000,inf,0.000027,1,1,False
